Date,Open,High,Low,Close,Adj Close,Volume
2022-05-05,29.850000,30.670000,29.280001,29.719999,29.129993,10597700
2022-05-06,29.500000,29.500000,27.590000,27.910000,27.355927,11249300
2022-05-09,27.240000,27.740000,26.740000,27.440001,26.895258,9804200
2022-05-10,27.700001,28.139999,27.120001,27.420000,26.875654,8890300
2022-05-11,27.350000,27.860001,26.629999,26.690001,26.160145,7066800
2022-05-12,26.530001,27.820000,26.110001,27.120001,26.581610,11178700
2022-05-13,27.639999,28.420000,27.400000,28.350000,27.787191,7768500
2022-05-16,28.469999,28.730000,27.760000,28.020000,27.463741,7932500
2022-05-17,30.840000,32.610001,30.459999,32.320000,31.678375,27198900
2022-05-18,31.870001,33.389999,31.490000,31.549999,30.923664,13586400
2022-05-19,31.420000,32.849998,31.389999,32.220001,31.580364,10148600
2022-05-20,32.490002,32.799999,31.370001,32.639999,31.992023,9845700
2022-05-23,32.860001,33.590000,32.220001,33.090000,32.433094,8864300
2022-05-24,32.230000,32.470001,31.059999,31.799999,31.168699,7081200
2022-05-25,31.950001,32.709999,31.809999,32.349998,31.707779,10647900
2022-05-26,32.430000,33.029999,32.230000,32.400002,31.756790,6418200
2022-05-27,32.700001,33.959999,32.459999,33.910000,33.236813,9179100
2022-05-31,34.060001,34.500000,33.389999,34.330002,33.648476,13664700
2022-06-01,34.470001,34.500000,31.709999,32.349998,31.707779,12810000
2022-06-02,31.450001,31.520000,30.389999,31.430000,30.806047,19731900
2022-06-03,31.209999,31.559999,30.490000,30.799999,30.188553,8669800
2022-06-06,30.820000,31.070000,30.340000,30.420000,29.816097,6316500
2022-06-07,30.340000,30.629999,29.900000,30.559999,29.953316,5179000
2022-06-08,30.400000,31.070000,30.299999,30.740000,30.129744,4649600
2022-06-09,30.600000,30.650000,29.110001,29.150000,28.571308,6872100
2022-06-10,28.719999,28.980000,28.010000,28.090000,27.532352,10028800
2022-06-13,27.500000,27.500000,25.520000,25.809999,25.297615,19415400
2022-06-14,25.840000,26.080000,25.170000,25.410000,25.139320,13727100
2022-06-15,25.660000,26.129999,25.230000,25.650000,25.376764,9804300
2022-06-16,25.200001,25.430000,23.690001,24.250000,23.991678,14417200
2022-06-17,24.250000,25.000000,24.040001,24.559999,24.298374,14331300
2022-06-21,25.290001,25.389999,24.459999,24.600000,24.337950,10581800
2022-06-22,24.280001,24.740000,24.160000,24.440001,24.179653,6624400
2022-06-23,24.440001,24.570000,24.030001,24.520000,24.258802,5325000
2022-06-24,24.650000,25.879999,24.610001,25.760000,25.485592,7962300
2022-06-27,25.959999,26.190001,25.500000,25.980000,25.703249,5007100
2022-06-28,26.030001,26.600000,25.520000,25.559999,25.287722,4538200
2022-06-29,25.580000,25.629999,24.620001,25.080000,24.812836,5194600
2022-06-30,24.700001,25.150000,24.290001,24.680000,24.417097,6891400
2022-07-01,24.780001,25.350000,24.590000,25.209999,24.941450,6442000
2022-07-05,24.420000,25.200001,23.840000,25.190001,24.921665,7952600
2022-07-06,25.139999,25.410000,24.570000,25.059999,24.793049,5869700
2022-07-07,25.320000,26.049999,25.320000,25.900000,25.624100,5666700
2022-07-08,25.820000,26.000000,25.309999,25.559999,25.287722,10021500
2022-07-11,25.080000,25.309999,24.110001,24.170000,23.912529,10025000
2022-07-12,24.010000,25.400000,24.010000,25.090000,24.822729,7581900
2022-07-13,24.690001,25.160000,24.260000,25.020000,24.753475,4768700
2022-07-14,24.570000,24.570000,23.870001,24.120001,23.863064,6283700
2022-07-15,24.510000,25.020000,24.290001,25.000000,24.733688,6640700
2022-07-18,24.680000,25.180000,23.680000,24.520000,24.258802,11639300
2022-07-19,24.990000,25.530001,24.530001,25.049999,24.783155,9739400
2022-07-20,25.330000,26.139999,25.230000,26.010000,25.732929,10033600
2022-07-21,25.700001,26.059999,25.430000,26.020000,25.742823,6386200
2022-07-22,25.469999,25.910000,24.910000,25.270000,25.000813,7962500
2022-07-25,25.459999,25.830000,25.200001,25.340000,25.070066,6291800
2022-07-26,24.200001,24.600000,23.860001,24.139999,23.882849,9745800
2022-07-27,24.309999,24.680000,24.110001,24.530001,24.268696,6505000
2022-07-28,24.260000,24.500000,23.590000,24.350000,24.090612,9365100
2022-07-29,24.110001,24.110001,23.360001,23.650000,23.398067,15451700
2022-08-01,23.590000,24.209999,23.150000,24.150000,23.892742,6976600
2022-08-02,23.959999,25.139999,23.870001,24.469999,24.209333,6494400
2022-08-03,24.690001,25.410000,24.480000,25.040001,24.773262,10863100
2022-08-04,23.900000,25.889999,23.610001,25.309999,25.040384,14790000
2022-08-05,24.110001,24.350000,23.549999,24.260000,24.001572,14571200
2022-08-08,24.490000,25.879999,24.490000,25.209999,24.941450,11387500
2022-08-09,25.240000,25.740000,24.510000,24.690001,24.426991,11436500
2022-08-10,25.309999,25.590000,24.980000,25.090000,24.822729,6785100
2022-08-11,25.450001,26.709999,25.410000,25.799999,25.525166,9007100
2022-08-12,26.170000,26.250000,25.500000,26.190001,25.911013,5761400
2022-08-15,25.969999,27.379999,25.850000,26.559999,26.277069,12383700
2022-08-16,26.670000,27.490000,26.370001,27.200001,26.910254,11285700
2022-08-17,26.900000,27.000000,26.240000,26.299999,26.019838,7213200
2022-08-18,26.459999,26.559999,25.629999,25.969999,25.693354,7053100
2022-08-19,25.670000,26.190001,25.490000,25.900000,25.624100,8227400
2022-08-22,25.530001,25.549999,24.520000,24.559999,24.298374,13121400
2022-08-23,24.629999,24.889999,24.410000,24.500000,24.239014,8362700
